,0
17564,-1
17565,-1
17566,-1
17567,0
17568,0
17569,1
17570,1
17571,1
17572,0
17573,0
17574,-1
17575,0
17576,0
17577,0
17578,-1
17579,0
17580,0
17581,-1
17582,-1
17583,-1
17584,0
17585,-1
17586,-1
17587,-1
17588,-1
17589,-1
17590,-1
17591,0
17592,1
17593,1
17594,1
17595,1
17596,1
17597,1
17598,1
17599,1
17600,1
17601,1
17602,1
17603,1
17604,0
17605,1
17606,0
17607,0
17608,0
17609,0
17610,-1
17611,-1
17612,-1
17613,-1
17614,-1
17615,-1
17616,-1
17617,-1
17618,-1
17619,-1
17620,-1
17621,-1
17622,-1
17623,-1
17624,-1
17625,0
17626,1
17627,1
17628,0
17629,-1
17630,1
17631,0
17632,0
17633,0
17634,0
17635,-1
17636,-1
17637,0
17638,0
17639,1
17640,1
17641,1
17642,1
17643,1
17644,1
17645,1
17646,1
17647,1
17648,1
17649,0
17650,1
17651,1
17652,1
17653,1
17654,1
17655,-1
17656,-1
17657,-1
17658,0
17659,1
17660,1
17661,1
17662,1
17663,1
17664,0
17665,0
17666,0
17667,0
17668,0
17669,0
17670,0
17671,0
17672,1
17673,1
17674,1
17675,1
17676,1
17677,0
17678,0
17679,0
17680,0
17681,0
17682,1
17683,1
17684,1
17685,1
17686,1
17687,1
17688,0
17689,0
17690,-1
17691,0
17692,-1
17693,-1
17694,-1
17695,0
17696,0
17697,0
17698,0
17699,-1
17700,-1
17701,-1
17702,0
17703,1
17704,1
17705,1
17706,1
17707,1
17708,0
17709,0
17710,1
17711,1
17712,0
17713,0
17714,0
17715,-1
17716,-1
17717,0
17718,0
17719,0
17720,0
17721,0
17722,-1
17723,0
17724,0
17725,1
17726,1
17727,1
17728,-1
17729,-1
17730,-1
17731,-1
17732,-1
17733,-1
17734,-1
17735,-1
17736,-1
17737,1
17738,0
17739,0
17740,-1
17741,-1
17742,-1
17743,-1
17744,-1
17745,-1
17746,-1
17747,-1
17748,0
17749,0
17750,1
17751,1
17752,1
17753,-1
17754,-1
17755,-1
17756,0
17757,-1
17758,0
17759,0
17760,-1
17761,-1
17762,-1
17763,-1
17764,-1
17765,-1
17766,-1
17767,-1
17768,-1
17769,0
17770,-1
17771,-1
17772,-1
17773,-1
17774,-1
17775,-1
17776,-1
17777,-1
17778,-1
17779,-1
17780,-1
17781,1
17782,0
17783,1
17784,-1
17785,1
17786,1
17787,1
17788,1
17789,1
17790,-1
17791,0
17792,0
17793,1
17794,-1
17795,-1
17796,-1
17797,-1
17798,-1
17799,-1
17800,1
17801,1
17802,1
17803,1
17804,0
17805,1
17806,1
17807,1
17808,1
17809,1
17810,1
17811,0
17812,0
17813,0
17814,-1
17815,0
17816,-1
17817,-1
17818,-1
17819,1
17820,1
17821,1
17822,1
17823,1
17824,1
17825,0
17826,0
17827,0
17828,0
17829,0
17830,-1
17831,0
17832,0
17833,1
17834,1
17835,1
17836,1
17837,1
17838,1
17839,0
17840,0
17841,-1
17842,0
17843,-1
17844,-1
17845,0
17846,1
17847,0
17848,1
17849,0
17850,0
17851,-1
17852,0
17853,0
17854,-1
17855,-1
17856,-1
17857,-1
17858,-1
17859,0
17860,-1
17861,-1
17862,-1
17863,-1
17864,-1
17865,-1
17866,-1
17867,-1
17868,-1
17869,-1
17870,-1
17871,-1
17872,-1
17873,-1
17874,0
17875,1
17876,1
17877,1
17878,1
17879,1
17880,1
17881,-1
17882,-1
17883,-1
17884,-1
17885,-1
17886,0
17887,0
17888,1
17889,1
17890,1
17891,1
17892,1
17893,-1
17894,-1
17895,0
17896,0
17897,-1
17898,0
17899,1
17900,0
17901,1
17902,0
17903,0
17904,-1
17905,-1
17906,-1
17907,1
17908,1
17909,-1
17910,-1
17911,-1
17912,-1
17913,-1
17914,-1
17915,-1
17916,1
17917,0
17918,0
17919,1
17920,0
17921,-1
17922,-1
17923,-1
17924,-1
17925,-1
17926,-1
17927,-1
17928,-1
17929,0
17930,0
17931,1
17932,-1
17933,1
17934,0
17935,-1
17936,0
17937,0
17938,-1
17939,-1
17940,1
17941,-1
17942,-1
17943,-1
17944,-1
17945,-1
17946,-1
17947,-1
17948,-1
17949,-1
17950,-1
17951,-1
17952,-1
17953,-1
17954,1
17955,1
17956,1
17957,1
17958,1
17959,1
17960,1
17961,1
17962,1
17963,1
17964,1
17965,1
17966,1
17967,-1
17968,-1
17969,-1
17970,-1
17971,-1
17972,0
17973,1
17974,1
17975,1
17976,1
17977,1
17978,1
17979,0
17980,-1
17981,-1
17982,0
17983,-1
17984,-1
17985,-1
17986,0
17987,0
17988,1
17989,0
17990,1
17991,-1
17992,0
17993,0
17994,1
17995,1
17996,1
17997,0
17998,1
17999,1
18000,1
18001,1
18002,1
18003,0
18004,0
18005,0
18006,0
18007,-1
18008,-1
18009,-1
18010,0
18011,1
18012,1
18013,1
18014,1
18015,1
18016,0
18017,0
18018,0
18019,-1
18020,-1
18021,0
18022,1
18023,1
18024,1
18025,1
18026,1
18027,1
18028,1
18029,1
18030,1
18031,1
18032,1
18033,1
18034,1
18035,1
18036,1
18037,-1
18038,-1
18039,-1
18040,-1
18041,-1
18042,-1
18043,1
18044,1
18045,1
18046,1
18047,1
18048,1
18049,0
18050,-1
18051,0
18052,-1
18053,-1
18054,-1
18055,-1
18056,-1
18057,-1
18058,-1
18059,1
18060,1
18061,1
18062,1
18063,1
18064,1
18065,0
18066,1
18067,1
18068,0
18069,-1
18070,-1
18071,-1
18072,-1
18073,-1
18074,-1
18075,-1
18076,-1
18077,-1
18078,-1
18079,-1
18080,-1
18081,0
18082,1
18083,1
18084,1
18085,1
18086,1
18087,0
18088,1
18089,1
18090,1
18091,1
18092,1
18093,1
18094,1
18095,1
18096,0
18097,1
18098,0
18099,0
18100,-1
18101,-1
18102,-1
18103,-1
18104,-1
18105,0
18106,-1
18107,-1
18108,-1
18109,0
18110,-1
18111,-1
18112,-1
18113,0
18114,-1
18115,0
18116,0
18117,0
18118,1
18119,0
18120,0
18121,1
18122,1
18123,0
18124,1
18125,1
18126,1
18127,1
18128,0
18129,0
18130,0
18131,0
18132,0
18133,1
18134,1
18135,1
18136,0
18137,-1
18138,-1
18139,-1
18140,-1
18141,-1
18142,-1
18143,-1
18144,-1
18145,0
18146,1
18147,1
18148,1
18149,1
18150,0
18151,-1
18152,-1
18153,-1
18154,-1
18155,-1
18156,-1
18157,-1
18158,-1
18159,-1
18160,-1
18161,-1
18162,-1
18163,0
18164,-1
18165,-1
18166,1
18167,-1
18168,0
18169,0
18170,-1
18171,-1
18172,-1
18173,-1
18174,0
18175,-1
18176,-1
18177,-1
18178,-1
18179,-1
18180,0
18181,1
18182,1
18183,1
18184,1
18185,1
18186,0
18187,-1
18188,0
18189,0
18190,1
18191,1
18192,1
18193,1
18194,1
18195,0
18196,1
18197,1
18198,1
18199,0
18200,0
18201,0
18202,0
18203,1
18204,1
18205,1
18206,1
18207,1
18208,1
18209,1
18210,1
18211,0
18212,-1
18213,-1
18214,-1
18215,-1
18216,0
18217,1
18218,1
18219,1
18220,1
18221,1
18222,1
18223,-1
18224,-1
18225,-1
18226,-1
18227,-1
18228,-1
18229,-1
18230,-1
18231,-1
18232,-1
18233,-1
18234,-1
18235,-1
18236,-1
18237,-1
18238,-1
18239,-1
18240,-1
18241,0
18242,0
18243,0
18244,1
18245,1
18246,0
18247,0
18248,0
18249,0
18250,1
18251,1
18252,1
18253,1
18254,0
18255,0
18256,-1
18257,-1
18258,-1
18259,-1
18260,-1
18261,-1
18262,-1
18263,-1
18264,-1
18265,0
18266,1
18267,1
18268,0
18269,1
18270,1
18271,-1
18272,0
18273,1
18274,0
18275,0
18276,1
18277,1
18278,1
18279,1
18280,-1
18281,0
18282,1
18283,1
18284,1
18285,1
18286,0
18287,-1
18288,0
18289,0
18290,-1
18291,0
18292,0
18293,0
18294,0
18295,1
18296,1
18297,0
18298,1
18299,1
18300,1
18301,1
18302,1
18303,1
18304,0
18305,0
18306,0
18307,1
18308,1
18309,1
18310,1
18311,1
18312,0
18313,1
18314,1
18315,1
18316,1
18317,1
18318,1
18319,-1
18320,-1
18321,-1
18322,-1
18323,-1
18324,-1
18325,-1
18326,0
18327,0
18328,1
18329,1
18330,1
18331,1
18332,1
18333,-1
18334,-1
18335,-1
18336,-1
18337,-1
18338,-1
18339,0
18340,0
18341,-1
18342,-1
18343,-1
18344,-1
18345,-1
18346,1
18347,1
18348,1
18349,1
18350,1
18351,0
18352,0
18353,-1
18354,-1
18355,-1
18356,-1
18357,-1
18358,0
18359,0
18360,1
18361,1
18362,-1
18363,-1
18364,-1
18365,-1
18366,-1
18367,-1
18368,0
18369,-1
18370,-1
18371,0
18372,1
18373,0
18374,1
18375,1
18376,1
18377,1
18378,1
18379,1
18380,1
18381,1
18382,1
18383,1
18384,1
18385,1
18386,0
18387,0
18388,0
18389,0
18390,0
18391,-1
18392,-1
18393,-1
18394,0
18395,0
18396,1
18397,1
18398,1
18399,0
18400,1
18401,1
18402,1
18403,1
18404,1
18405,-1
18406,0
18407,1
18408,1
18409,1
18410,1
18411,1
18412,0
18413,0
18414,-1
18415,-1
18416,-1
18417,0
18418,-1
18419,0
18420,0
18421,0
18422,0
18423,1
18424,0
18425,0
18426,0
18427,0
18428,-1
18429,0
18430,0
18431,0
18432,-1
18433,0
18434,-1
18435,-1
18436,1
18437,1
18438,1
18439,1
18440,1
18441,-1
18442,-1
18443,-1
18444,-1
18445,-1
18446,-1
18447,-1
18448,-1
18449,-1
18450,-1
18451,-1
18452,-1
18453,-1
18454,-1
18455,-1
18456,-1
18457,1
18458,1
18459,1
18460,1
18461,1
18462,1
18463,0
18464,-1
18465,-1
18466,-1
18467,-1
18468,-1
18469,-1
18470,-1
18471,0
18472,1
18473,1
18474,1
18475,1
18476,1
18477,1
18478,-1
18479,-1
18480,-1
18481,-1
18482,-1
18483,-1
18484,-1
18485,-1
18486,-1
18487,0
18488,1
18489,0
18490,0
18491,-1
18492,-1
18493,-1
18494,0
18495,1
18496,1
18497,1
18498,1
18499,0
18500,0
18501,-1
18502,-1
18503,-1
18504,-1
18505,-1
18506,-1
18507,-1
18508,-1
18509,0
18510,0
18511,1
18512,-1
18513,-1
18514,0
18515,1
18516,0
18517,1
18518,1
18519,1
18520,0
18521,-1
18522,0
18523,0
18524,0
18525,0
18526,1
18527,0
18528,-1
18529,-1
18530,0
18531,0
18532,-1
18533,-1
18534,-1
18535,-1
18536,-1
18537,0
18538,0
18539,0
18540,0
18541,0
18542,0
18543,1
18544,0
18545,1
18546,1
18547,0
18548,0
18549,0
18550,-1
18551,-1
18552,0
18553,1
18554,1
18555,1
18556,0
18557,-1
18558,-1
18559,-1
18560,-1
18561,-1
18562,-1
18563,-1
18564,-1
18565,-1
18566,-1
18567,-1
18568,-1
18569,-1
18570,-1
18571,-1
18572,-1
18573,-1
18574,0
18575,-1
18576,-1
18577,0
18578,0
18579,1
18580,1
18581,1
18582,1
18583,1
18584,1
18585,1
18586,1
18587,1
18588,1
18589,0
18590,0
18591,1
18592,1
18593,1
18594,1
18595,0
18596,0
18597,0
18598,0
18599,0
18600,1
18601,1
18602,0
18603,1
18604,0
18605,0
18606,0
18607,1
18608,1
18609,1
18610,1
18611,1
18612,1
18613,1
18614,1
18615,1
18616,-1
18617,-1
18618,-1
18619,-1
18620,-1
18621,0
18622,1
18623,0
18624,0
18625,0
18626,0
18627,0
18628,0
18629,1
18630,1
18631,1
18632,1
18633,1
18634,1
18635,1
18636,0
18637,0
18638,0
18639,1
18640,-1
18641,-1
18642,-1
18643,-1
18644,-1
18645,1
18646,-1
18647,-1
18648,-1
18649,1
18650,0
18651,1
18652,1
18653,1
18654,1
18655,1
18656,1
18657,1
18658,1
18659,0
18660,-1
18661,1
18662,1
18663,0
18664,0
18665,1
18666,0
18667,0
18668,1
18669,1
18670,1
18671,1
18672,0
18673,0
18674,0
18675,1
18676,1
18677,1
18678,1
18679,1
18680,1
18681,1
18682,1
18683,1
18684,1
18685,-1
18686,-1
18687,-1
18688,-1
18689,-1
18690,0
18691,0
18692,1
18693,1
18694,1
18695,1
18696,1
18697,-1
18698,-1
18699,0
18700,0
18701,0
18702,1
18703,0
18704,0
18705,-1
18706,-1
18707,-1
18708,-1
18709,-1
18710,-1
18711,1
18712,1
18713,1
18714,1
18715,1
18716,1
18717,0
18718,0
18719,-1
18720,-1
18721,-1
18722,-1
18723,0
18724,1
18725,0
18726,0
18727,0
18728,0
18729,0
18730,1
18731,1
18732,1
18733,1
18734,1
18735,1
18736,-1
18737,-1
18738,-1
18739,-1
18740,-1
18741,0
18742,0
18743,0
18744,1
18745,1
18746,1
18747,1
18748,1
18749,1
18750,1
18751,-1
18752,0
18753,-1
18754,-1
18755,-1
18756,1
18757,1
18758,1
18759,1
18760,1
18761,1
18762,0
18763,0
18764,0
18765,0
18766,0
18767,0
18768,0
18769,0
18770,0
18771,0
18772,-1
18773,-1
18774,0
18775,1
18776,1
18777,1
18778,1
18779,1
18780,-1
18781,0
18782,-1
18783,-1
18784,0
18785,0
18786,0
18787,1
18788,1
18789,1
18790,1
18791,1
18792,1
18793,0
18794,1
18795,1
18796,1
18797,1
18798,1
18799,1
18800,0
18801,-1
18802,-1
18803,-1
18804,-1
18805,0
18806,0
18807,0
18808,0
18809,0
18810,0
18811,0
18812,1
18813,0
18814,0
18815,1
18816,1
18817,0
18818,-1
18819,-1
18820,-1
18821,0
18822,1
18823,1
18824,1
18825,1
18826,0
18827,0
18828,0
18829,1
18830,1
18831,1
18832,1
18833,1
18834,1
18835,1
18836,1
18837,1
18838,1
18839,1
18840,1
18841,1
18842,0
18843,-1
18844,-1
18845,-1
18846,0
18847,1
18848,0
18849,0
18850,-1
18851,-1
18852,-1
18853,-1
18854,0
18855,1
18856,1
18857,1
18858,1
18859,0
18860,0
18861,0
18862,0
18863,1
18864,1
18865,1
18866,1
18867,1
18868,1
18869,1
18870,0
18871,0
18872,1
18873,1
18874,1
18875,1
18876,1
18877,0
18878,-1
18879,-1
18880,-1
18881,-1
18882,-1
18883,-1
18884,-1
18885,-1
18886,-1
18887,-1
18888,0
18889,0
18890,-1
18891,-1
18892,-1
18893,-1
18894,-1
18895,1
18896,1
18897,1
18898,0
18899,1
18900,-1
18901,-1
18902,0
18903,1
18904,1
18905,1
18906,1
18907,1
18908,1
18909,1
18910,1
18911,1
18912,1
18913,0
18914,-1
18915,-1
18916,-1
18917,-1
18918,-1
18919,-1
18920,-1
18921,-1
18922,0
18923,1
18924,1
18925,1
18926,1
18927,1
18928,0
18929,-1
18930,-1
18931,-1
18932,0
18933,0
18934,1
18935,1
18936,1
18937,1
18938,0
18939,0
18940,1
18941,1
18942,1
18943,1
18944,1
18945,0
18946,0
18947,-1
18948,-1
18949,-1
18950,-1
18951,0
18952,0
18953,1
18954,1
18955,-1
18956,-1
18957,0
18958,-1
18959,0
18960,1
18961,1
18962,1
18963,1
18964,1
18965,1
18966,1
18967,1
18968,1
18969,1
18970,1
18971,0
18972,0
18973,-1
18974,-1
18975,-1
18976,-1
18977,-1
18978,1
18979,1
18980,0
18981,0
18982,0
18983,-1
18984,-1
18985,-1
18986,-1
18987,-1
18988,0
18989,-1
18990,-1
18991,-1
18992,-1
18993,-1
18994,1
18995,1
18996,1
18997,1
18998,1
18999,1
19000,1
19001,1
19002,1
19003,1
19004,1
19005,1
19006,1
19007,0
19008,0
19009,0
19010,0
19011,-1
19012,0
19013,0
19014,-1
19015,0
19016,0
19017,0
19018,0
19019,0
19020,0
19021,0
19022,0
19023,1
19024,0
19025,0
19026,0
19027,1
19028,1
19029,1
19030,1
19031,1
19032,0
19033,0
19034,-1
19035,-1
19036,-1
19037,-1
19038,-1
19039,1
19040,1
19041,1
19042,1
19043,0
19044,0
19045,1
19046,1
19047,0
19048,1
19049,1
19050,0
19051,-1
19052,-1
19053,-1
19054,-1
19055,-1
19056,-1
19057,-1
19058,-1
19059,-1
19060,-1
19061,-1
19062,0
19063,1
19064,0
19065,1
19066,1
19067,1
19068,0
19069,1
19070,1
19071,1
19072,1
19073,1
19074,0
19075,0
19076,0
19077,0
19078,1
19079,1
19080,1
19081,0
19082,1
19083,-1
19084,0
19085,0
19086,1
19087,0
19088,-1
19089,-1
19090,0
19091,-1
19092,0
19093,0
19094,0
19095,0
19096,1
19097,1
19098,1
19099,1
19100,1
19101,-1
19102,-1
19103,0
19104,0
19105,0
19106,-1
19107,-1
19108,-1
19109,-1
19110,-1
19111,-1
19112,-1
19113,-1
19114,0
19115,-1
19116,-1
19117,-1
19118,-1
19119,-1
19120,-1
19121,0
19122,-1
19123,1
19124,1
19125,1
19126,0
19127,-1
19128,-1
19129,-1
19130,-1
19131,-1
19132,-1
19133,-1
19134,-1
19135,0
19136,1
19137,1
19138,1
19139,1
19140,1
19141,-1
19142,-1
19143,-1
19144,-1
19145,-1
19146,1
19147,1
19148,1
19149,0
19150,-1
19151,-1
19152,-1
19153,0
19154,1
19155,1
19156,-1
19157,0
19158,0
19159,0
19160,1
19161,1
19162,1
19163,1
19164,1
19165,1
19166,1
19167,1
19168,1
19169,1
19170,1
19171,1
19172,1
19173,0
19174,1
19175,0
19176,0
19177,-1
19178,-1
19179,-1
19180,-1
19181,-1
19182,0
19183,1
19184,1
19185,1
19186,-1
19187,-1
19188,-1
19189,-1
19190,-1
19191,-1
19192,-1
19193,-1
19194,0
19195,1
19196,1
19197,1
19198,1
19199,1
19200,0
19201,1
19202,1
19203,1
19204,1
19205,1
19206,0
19207,0
19208,0
19209,0
19210,0
19211,0
19212,0
19213,1
19214,1
19215,1
19216,1
19217,1
19218,1
19219,1
19220,1
19221,1
19222,1
19223,1
19224,-1
19225,0
19226,0
19227,0
19228,0
19229,1
19230,1
19231,0
19232,0
19233,1
19234,0
19235,0
19236,1
19237,1
19238,1
19239,1
19240,1
19241,1
19242,0
19243,0
19244,0
19245,1
19246,0
19247,1
19248,0
19249,0
19250,0
19251,1
19252,-1
19253,-1
19254,0
19255,0
19256,1
19257,1
19258,1
19259,1
19260,1
19261,-1
19262,-1
19263,-1
19264,-1
19265,-1
19266,0
19267,0
19268,0
19269,0
19270,-1
19271,0
19272,0
19273,0
19274,-1
19275,0
19276,1
19277,0
19278,0
19279,0
19280,1
19281,-1
19282,-1
19283,-1
19284,-1
19285,-1
19286,-1
19287,0
19288,0
19289,0
19290,0
19291,0
19292,0
19293,1
19294,1
19295,1
19296,1
19297,1
19298,1
19299,0
19300,0
19301,0
19302,1
19303,1
19304,1
19305,1
19306,1
19307,1
19308,0
19309,0
19310,1
19311,0
19312,1
19313,1
19314,1
19315,1
19316,1
19317,1
19318,-1
19319,-1
19320,0
19321,-1
19322,-1
19323,-1
19324,-1
19325,-1
19326,0
19327,1
19328,0
19329,0
19330,1
19331,1
19332,1
19333,1
19334,1
19335,0
19336,0
19337,-1
19338,-1
19339,0
19340,0
19341,0
19342,0
19343,0
19344,-1
19345,0
19346,0
19347,0
19348,0
19349,-1
19350,-1
19351,1
19352,1
19353,1
19354,1
19355,1
19356,1
19357,0
19358,1
19359,0
19360,0
19361,-1
19362,-1
19363,0
19364,1
19365,1
19366,1
19367,1
19368,1
19369,0
19370,1
19371,0
19372,0
19373,1
19374,1
19375,0
19376,-1
19377,0
19378,0
19379,0
19380,0
19381,1
19382,1
19383,1
19384,1
19385,0
19386,-1
19387,-1
19388,-1
19389,-1
19390,-1
19391,-1
19392,-1
19393,-1
19394,-1
19395,-1
19396,-1
19397,-1
19398,-1
19399,-1
19400,-1
19401,-1
19402,1
19403,1
19404,1
19405,1
19406,1
19407,1
19408,0
19409,0
19410,0
19411,-1
19412,-1
19413,-1
19414,-1
19415,-1
19416,-1
19417,-1
19418,-1
19419,-1
19420,1
19421,0
19422,-1
19423,-1
19424,-1
19425,-1
19426,0
19427,0
19428,1
19429,0
19430,0
19431,-1
19432,-1
19433,-1
